# (use the command "$ sed -e '/^#/d' -e 's/#.*$//' <filename>" to remove comments)
# Sample Temperature: 2.438381242752075
#   Initial Sweeps: 100
#            Width: 4
#        Generator: Xorshift
#    Sweep Pattern: CheckerSweep
# Total Sweep Time: 0.794344883
# Total Histogram Time: 0.006714384
#   Temperature        E (10)        C (10)       E (100)       C (100)      E (1000)      C (1000)     E (10000)     C (10000)    E (100000)    C (100000)   E (1000000)   C (1000000)
           1.68     -1.914455    0.12103248    -1.8722079    0.20770292    -1.8961465    0.17516971    -1.8992587    0.16958774    -1.9034857    0.16255006    -1.9038918    0.16283724
           1.69    -1.9120186    0.12260532    -1.8680076     0.2123283    -1.8926024    0.17924856    -1.8958259     0.1736939    -1.9001955    0.16647566    -1.9005953    0.16681678
            1.7     -1.909551    0.12414416    -1.8637145    0.21699219    -1.8889764    0.18335614    -1.8923106    0.17784769    -1.8968263    0.17044523    -1.8972188    0.17084244
           1.71    -1.9070531     0.1256479    -1.8593277    0.22169264     -1.885268    0.18749007    -1.8887117    0.18204781    -1.8933774    0.17445742    -1.8937613    0.17491284
           1.72    -1.9045254    0.12711555    -1.8548465    0.22642758    -1.8814766    0.19164784    -1.8850284    0.18629285    -1.8898478    0.17851078     -1.890222    0.17902652
           1.73    -1.9019687    0.12854614    -1.8502704    0.23119479    -1.8776019    0.19582688    -1.8812597    0.19058129    -1.8862367    0.18260376       -1.8866    0.18318189
           1.74    -1.8993838    0.12993876    -1.8455986    0.23599192    -1.8736435    0.20002446    -1.8774049    0.19491151    -1.8825434    0.18673469    -1.8828944    0.18737727
           1.75    -1.8967714    0.13129256    -1.8408305    0.24081647    -1.8696009    0.20423782     -1.873463    0.19928177    -1.8787671     0.1909018    -1.8791046    0.19161086
           1.76    -1.8941323    0.13260677    -1.8359657     0.2456658    -1.8654739    0.20846406    -1.8694333    0.20369021    -1.8749071    0.19510323    -1.8752298    0.19588075
           1.77    -1.8914674    0.13388066    -1.8310037    0.25053712    -1.8612622     0.2127002    -1.8653151    0.20813487    -1.8709627    0.19933699    -1.8712692    0.20018492
           1.78    -1.8887774    0.13511354    -1.8259441    0.25542752    -1.8569658    0.21694319    -1.8611077    0.21261367    -1.8669334    0.20360101    -1.8672222    0.20452123
           1.79    -1.8860631    0.13630483    -1.8207865    0.26033392    -1.8525845    0.22118987    -1.8568104    0.21712442    -1.8628185    0.20789309    -1.8630881    0.20888744
            1.8    -1.8833255    0.13745396    -1.8155307     0.2652531    -1.8481182    0.22543704    -1.8524225     0.2216648    -1.8586175    0.21221094    -1.8588665    0.21328119
           1.81    -1.8805653    0.13856046    -1.8101763    0.27018172     -1.843567     0.2296814    -1.8479436     0.2262324    -1.8543299    0.21655218    -1.8545567    0.21770002
           1.82    -1.8777833    0.13962388    -1.8047234    0.27511628     -1.838931    0.23391959    -1.8433731    0.23082467    -1.8499553     0.2209143    -1.8501583    0.22214134
           1.83    -1.8749806    0.14064387    -1.7991717    0.28005316    -1.8342103    0.23814819    -1.8387105    0.23543896    -1.8454932     0.2252947    -1.8456709    0.22660248
           1.84    -1.8721579    0.14162012    -1.7935212    0.28498861    -1.8294051    0.24236373    -1.8339554    0.24007253    -1.8409434    0.22969069    -1.8410941    0.23108065
           1.85    -1.8693161    0.14255236    -1.7877722    0.28991874    -1.8245159    0.24656269    -1.8291075    0.24472249    -1.8363055    0.23409948    -1.8364276    0.23557297
           1.86    -1.8664561    0.14344041    -1.7819246    0.29483958    -1.8195428    0.25074151    -1.8241664    0.24938589    -1.8315793    0.23851819    -1.8316711    0.24007644
           1.87    -1.8635788    0.14428412    -1.7759787    0.29974699    -1.8144863    0.25489659     -1.819132    0.25405964    -1.8267647    0.24294385    -1.8268245    0.24458799
           1.88     -1.860685    0.14508341    -1.7699348    0.30463678    -1.8093471    0.25902433     -1.814004    0.25874058    -1.8218615    0.24737341    -1.8218876    0.24910444
           1.89    -1.8577757    0.14583826    -1.7637933    0.30950462    -1.8041256    0.26312106    -1.8087823    0.26342543    -1.8168698    0.25180374    -1.8168603    0.25362253
            1.9    -1.8548518    0.14654869    -1.7575548    0.31434611    -1.7988225    0.26718316    -1.8034669    0.26811084    -1.8117894    0.25623164    -1.8117427    0.25813893
           1.91    -1.8519141    0.14721477    -1.7512197    0.31915678    -1.7934385    0.27120697    -1.7980579    0.27279337    -1.8066205    0.26065381    -1.8065348    0.26265022
           1.92    -1.8489635    0.14783663    -1.7447888    0.32393207    -1.7879745    0.27518884    -1.7925553    0.27746949    -1.8013633    0.26506694    -1.8012367    0.26715291
           1.93    -1.8460009    0.14841444    -1.7382627    0.32866737    -1.7824313    0.27912515    -1.7869592    0.28213562    -1.7960179    0.26946761    -1.7958487    0.27164346
           1.94    -1.8430272    0.14894843    -1.7316424    0.33335802    -1.7768098    0.28301229    -1.7812699    0.28678807    -1.7905847    0.27385238    -1.7903711    0.27611825
           1.95    -1.8400432    0.14943886    -1.7249287    0.33799932    -1.7711111    0.28684667    -1.7754878    0.29142315     -1.785064    0.27821774    -1.7848041    0.28057363
           1.96    -1.8370499    0.14988605    -1.7181227    0.34258654    -1.7653363    0.29062478    -1.7696131    0.29603705    -1.7794562    0.28256018    -1.7791483    0.28500589
           1.97    -1.8340481    0.15029034    -1.7112256    0.34711495    -1.7594865    0.29434311    -1.7636465    0.30062596    -1.7737618    0.28687612    -1.7734041    0.28941129
           1.98    -1.8310386    0.15065214    -1.7042386    0.35157981     -1.753563    0.29799824    -1.7575883    0.30518601    -1.7679813    0.29116197    -1.7675721    0.29378607
           1.99    -1.8280223    0.15097187    -1.6971629    0.35597639     -1.747567     0.3015868    -1.7514392     0.3097133    -1.7621155    0.29541413    -1.7616529    0.29812644
              2        -1.825       0.15125         -1.69        0.3603       -1.7415     0.3051055       -1.7452    0.31420392     -1.756165    0.29962899    -1.7556472    0.30242859
           2.01    -1.8219726    0.15148704    -1.6827514    0.36454597    -1.7353633    0.30855112    -1.7388714    0.31865393    -1.7501306    0.30380292     -1.749556    0.30668873
           2.02    -1.8189408    0.15168353    -1.6754187    0.36870968    -1.7291585    0.31192054    -1.7324541    0.32305939    -1.7440132    0.30793232      -1.74338    0.31090306
           2.03    -1.8159055    0.15184003    -1.6680036     0.3727866     -1.722887    0.31521073    -1.7259493    0.32741636    -1.7378136     0.3120136    -1.7371202    0.31506778
           2.04    -1.8128675    0.15195714    -1.6605079    0.37677226    -1.7165506    0.31841877    -1.7193578    0.33172093     -1.731533     0.3160432    -1.7307777    0.31917914
           2.05    -1.8098275    0.15203548    -1.6529333    0.38066228    -1.7101508    0.32154183    -1.7126808    0.33596918    -1.7251723    0.32001757    -1.7243534    0.32323339
           2.06    -1.8067863    0.15207571     -1.645282    0.38445239    -1.7036895    0.32457723    -1.7059195    0.34015724    -1.7187327    0.32393322    -1.7178487    0.32722686
           2.07    -1.8037447    0.15207851    -1.6375559    0.38813844    -1.6971683    0.32752237     -1.699075    0.34428128    -1.7122154    0.32778671    -1.7112648     0.3311559
           2.08    -1.8007034    0.15204455    -1.6297572    0.39171641    -1.6905892    0.33037482    -1.6921487    0.34833752    -1.7056216    0.33157465    -1.7046029    0.33501691
           2.09    -1.7976631    0.15197458     -1.621888     0.3951824     -1.683954    0.33313225     -1.685142    0.35232222    -1.6989528    0.33529372    -1.6978646    0.33880638
            2.1    -1.7946246     0.1518693    -1.6139507    0.39853269    -1.6772646    0.33579248    -1.6780563    0.35623173    -1.6922104    0.33894065    -1.6910512    0.34252087
           2.11    -1.7915886    0.15172949    -1.6059475    0.40176372    -1.6705229    0.33835349    -1.6708932    0.36006247    -1.6853957    0.34251229    -1.6841643    0.34615701
           2.12    -1.7885557    0.15155589     -1.597881     0.4048721    -1.6637311    0.34081338    -1.6636543    0.36381094    -1.6785104    0.34600555    -1.6772054    0.34971152
           2.13    -1.7855266     0.1513493    -1.5897535    0.40785461    -1.6568911    0.34317041    -1.6563413    0.36747373     -1.671556    0.34941744    -1.6701764    0.35318124
           2.14    -1.7825019     0.1511105    -1.5815676    0.41070824     -1.650005      0.345423     -1.648956    0.37104753    -1.6645343    0.35274509    -1.6630788     0.3565631
           2.15    -1.7794824    0.15084029     -1.573326    0.41343018    -1.6430749    0.34756971    -1.6415001    0.37452916    -1.6574468    0.35598571    -1.6559145    0.35985415
           2.16    -1.7764685    0.15053947    -1.5650313    0.41601781    -1.6361029    0.34960926    -1.6339754    0.37791554    -1.6502954    0.35913664    -1.6486852    0.36305155
           2.17     -1.773461    0.15020887    -1.5566862    0.41846877    -1.6290912    0.35154054    -1.6263841     0.3812037     -1.643082    0.36219535     -1.641393     0.3661526
           2.18    -1.7704604     0.1498493    -1.5482935    0.42078086     -1.622042     0.3533626     -1.618728    0.38439084    -1.6358083    0.36515943    -1.6340398    0.36915472
           2.19    -1.7674672    0.14946158    -1.5398559    0.42295215    -1.6149575    0.35507462    -1.6110091    0.38747427    -1.6284762     0.3680266    -1.6266275    0.37205549
            2.2    -1.7644821    0.14904655    -1.5313764    0.42498092    -1.6078398    0.35667598    -1.6032297    0.39045144    -1.6210878    0.37079471    -1.6191583     0.3748526
           2.21    -1.7615055    0.14860502    -1.5228577     0.4268657    -1.6006912    0.35816619    -1.5953918    0.39331998    -1.6136451    0.37346176    -1.6116341    0.37754393
           2.22    -1.7585381    0.14813783    -1.5143027    0.42860524    -1.5935139    0.35954492    -1.5874976    0.39607763    -1.6061501    0.37602591    -1.6040572    0.38012748
           2.23    -1.7555802    0.14764581    -1.5057144    0.43019854    -1.5863101    0.36081201    -1.5795495    0.39872233    -1.5986048    0.37848542    -1.5964298    0.38260142
           2.24    -1.7526324    0.14712977    -1.4970957    0.43164481    -1.5790821    0.36196745    -1.5715495    0.40125215    -1.5910114    0.38083876    -1.5887539    0.38496407
           2.25    -1.7496951    0.14659054    -1.4884496    0.43294354    -1.5718322    0.36301137    -1.5635001    0.40366536    -1.5833719    0.38308452    -1.5810319    0.38721393
           2.26    -1.7467689    0.14602893     -1.479779    0.43409442    -1.5645624    0.36394406    -1.5554037    0.40596037    -1.5756887    0.38522144    -1.5732661    0.38934965
           2.27    -1.7438541    0.14544575    -1.4710868    0.43509738    -1.5572751    0.36476595    -1.5472625    0.40813578    -1.5679638    0.38724843    -1.5654587    0.39137004
           2.28    -1.7409512    0.14484182    -1.4623761    0.43595261    -1.5499725    0.36547761    -1.5390791    0.41019035    -1.5601995    0.38916457    -1.5576121     0.3932741
           2.29    -1.7380606    0.14421792    -1.4536497    0.43666049    -1.5426568    0.36607975    -1.5308557    0.41212301     -1.552398    0.39096907    -1.5497285    0.39506097
            2.3    -1.7351826    0.14357485    -1.4449106    0.43722164    -1.5353301    0.36657321     -1.522595     0.4139329    -1.5445615    0.39266131    -1.5418104    0.39672998
           2.31    -1.7323177    0.14291338    -1.4361618    0.43763689    -1.5279946    0.36695898    -1.5142992     0.4156193    -1.5366923    0.39424083    -1.5338601    0.39828061
           2.32    -1.7294662    0.14223429    -1.4274061    0.43790731    -1.5206524    0.36723814     -1.505971    0.41718167    -1.5287926    0.39570733      -1.52588    0.39971252
           2.33    -1.7266285    0.14153835    -1.4186465    0.43803413    -1.5133057    0.36741191    -1.4976128    0.41861965    -1.5208647    0.39706065    -1.5178724    0.40102553
           2.34    -1.7238048    0.14082629    -1.4098857    0.43801883    -1.5059566    0.36748162    -1.4892271    0.41993306    -1.5129109    0.39830079    -1.5098398    0.40221961
           2.35    -1.7209955    0.14009886    -1.4011267    0.43786303    -1.4986071    0.36744871    -1.4808163    0.42112188    -1.5049335     0.3994279    -1.5017844     0.4032949
           2.36    -1.7182009    0.13935679    -1.3923721    0.43756858    -1.4912593    0.36731473     -1.472383    0.42218626    -1.4969346    0.40044229    -1.4937088    0.40425171
           2.37    -1.7154213     0.1386008    -1.3836248    0.43713747    -1.4839152     0.3670813    -1.4639297    0.42312652    -1.4889165    0.40134439    -1.4856152    0.40509048
           2.38     -1.712657    0.13783158    -1.3748875    0.43657188    -1.4765767    0.36675016    -1.4554588    0.42394313    -1.4808815    0.40213479    -1.4775059    0.40581181
           2.39    -1.7099081    0.13704983    -1.3661628    0.43587414    -1.4692459    0.36632313    -1.4469728    0.42463673    -1.4728319     0.4028142    -1.4693835    0.40641646
            2.4    -1.7071751    0.13625623    -1.3574534    0.43504673    -1.4619244     0.3658021    -1.4384741    0.42520811    -1.4647697    0.40338349      -1.46125     0.4069053
           2.41     -1.704458    0.13545144    -1.3487618    0.43409226    -1.4546144    0.36518904    -1.4299653     0.4256582    -1.4566973    0.40384363     -1.453108    0.40727936
           2.42    -1.7017571     0.1346361    -1.3400905    0.43301349    -1.4473175    0.36448598    -1.4214486    0.42598808    -1.4486167    0.40419573    -1.4449596     0.4075398
           2.43    -1.6990726    0.13381087    -1.3314421    0.43181328    -1.4400355    0.36369502    -1.4129265    0.42619899    -1.4405301    0.40444101    -1.4368072    0.40768791
           2.44    -1.6964047    0.13297634    -1.3228188     0.4304946    -1.4327703    0.36281833    -1.4044014    0.42629227    -1.4324397    0.40458081    -1.4286529    0.40772508
           2.45    -1.6937536    0.13213315    -1.3142231    0.42906054    -1.4255234    0.36185809    -1.3958756     0.4262694    -1.4243476    0.40461658    -1.4204989    0.40765285
           2.46    -1.6911194    0.13128187    -1.3056571    0.42751427    -1.4182965    0.36081657    -1.3873514    0.42613199    -1.4162558    0.40454986    -1.4123475    0.40747284
           2.47    -1.6885024    0.13042309    -1.2971232    0.42585902    -1.4110912    0.35969604    -1.3788311    0.42588176    -1.4081663    0.40438231    -1.4042007    0.40718678
           2.48    -1.6859026    0.12955738    -1.2886235    0.42409813    -1.4039091    0.35849883    -1.3703169    0.42552054    -1.4000811    0.40411566    -1.3960607    0.40679651
           2.49    -1.6833201    0.12868527      -1.28016    0.42223497    -1.3967518    0.35722729     -1.361811    0.42505026    -1.3920023    0.40375174    -1.3879295    0.40630395
            2.5    -1.6807552    0.12780731    -1.2717347    0.42027297    -1.3896205    0.35588379    -1.3533156    0.42447295    -1.3839317    0.40329245    -1.3798092    0.40571112
           2.51    -1.6782079    0.12692402    -1.2633497    0.41821562    -1.3825169    0.35447071    -1.3448328    0.42379074    -1.3758712    0.40273977    -1.3717017     0.4050201
           2.52    -1.6756783     0.1260359    -1.2550067    0.41606642    -1.3754422    0.35299047    -1.3363646    0.42300582    -1.3678227    0.40209575     -1.363609    0.40423305
           2.53    -1.6731665    0.12514344    -1.2467076    0.41382892    -1.3683977    0.35144546    -1.3279132    0.42212047     -1.359788    0.40136249     -1.355533     0.4033522
           2.54    -1.6706725    0.12424713    -1.2384541    0.41150666    -1.3613847    0.34983811    -1.3194805    0.42113705    -1.3517688    0.40054218    -1.3474756    0.40237984
           2.55    -1.6681966    0.12334742    -1.2302479     0.4091032    -1.3544046    0.34817082    -1.3110684    0.42005797    -1.3437669    0.39963702    -1.3394384    0.40131832
           2.56    -1.6657387    0.12244476    -1.2220905    0.40662212    -1.3474583    0.34644599    -1.3026788     0.4188857    -1.3357839    0.39864927    -1.3314234    0.40017003
           2.57    -1.6632988    0.12153959    -1.2139835    0.40406697    -1.3405471    0.34466603    -1.2943135    0.41762277    -1.3278214    0.39758125    -1.3234322     0.3989374
           2.58    -1.6608771    0.12063233    -1.2059283     0.4014413     -1.333672    0.34283332    -1.2859745    0.41627174    -1.3198811    0.39643529    -1.3154664    0.39762291
