# (use the command "$ sed -e '/^#/d' -e 's/#.*$//' <filename>" to remove comments)
# Sample Temperature: 2.7579504299163817
#   Initial Sweeps: 100
#            Width: 2
#        Generator: Xorshift
#    Sweep Pattern: IterSweep
# Total Sweep Time: 0.21221440400000002
# Total Histogram Time: 0.002112146
#   Temperature        E (10)        C (10)       E (100)       C (100)      E (1000)      C (1000)     E (10000)     C (10000)    E (100000)    C (100000)   E (1000000)   C (1000000)
           2.44            -2             0    -1.7678681    0.13785898    -1.7461689    0.14889547    -1.7395049    0.15540586    -1.7393666    0.15483738    -1.7320767    0.15942119
           2.45            -2             0     -1.765108    0.13814568    -1.7431883    0.14916158    -1.7363933    0.15574998    -1.7362666    0.15516418    -1.7288848    0.15976464
           2.46            -2             0    -1.7623423    0.13842097    -1.7402025    0.14941512     -1.733275    0.15608153    -1.7331601    0.15547832    -1.7256862    0.16009515
           2.47            -2             0    -1.7595713    0.13868495    -1.7372118    0.14965623    -1.7301501    0.15640062    -1.7300475    0.15577994    -1.7224811    0.16041284
           2.48            -2             0     -1.756795    0.13893773    -1.7342163    0.14988502     -1.727019    0.15670736     -1.726929    0.15606914    -1.7192698    0.16071783
           2.49            -2             0    -1.7540138    0.13917942    -1.7312164    0.15010162    -1.7238819    0.15700188    -1.7238049    0.15634605    -1.7160525    0.16101023
            2.5            -2             0    -1.7512279    0.13941012    -1.7282123    0.15030618    -1.7207391     0.1572843    -1.7206753     0.1566108    -1.7128294    0.16129019
           2.51            -2             0    -1.7484375    0.13962995    -1.7252043    0.15049881    -1.7175906    0.15755472    -1.7175405    0.15686351    -1.7096009    0.16155782
           2.52            -2             0    -1.7456428    0.13983901    -1.7221925    0.15067966    -1.7144369    0.15781329    -1.7144008     0.1571043    -1.7063672    0.16181325
           2.53            -2             0     -1.742844    0.14003743    -1.7191772    0.15084886    -1.7112782     0.1580601    -1.7112564    0.15733331    -1.7031285    0.16205661
           2.54            -2             0    -1.7400414     0.1402253    -1.7161586    0.15100654    -1.7081146    0.15829531    -1.7081076    0.15755065     -1.699885    0.16228803
           2.55            -2             0    -1.7372351    0.14040276     -1.713137    0.15115284    -1.7049465    0.15851901    -1.7049545    0.15775645    -1.6966371    0.16250763
           2.56            -2             0    -1.7344253     0.1405699    -1.7101125     0.1512879    -1.7017739    0.15873135    -1.7017974    0.15795086    -1.6933848    0.16271556
           2.57            -2             0    -1.7316123    0.14072685    -1.7070855    0.15141185    -1.6985973    0.15893244    -1.6986365    0.15813398    -1.6901285    0.16291195
           2.58            -2             0    -1.7287963    0.14087373    -1.7040561    0.15152483    -1.6954167    0.15912242    -1.6954721    0.15830597    -1.6868684    0.16309692
           2.59            -2             0    -1.7259774    0.14101064    -1.7010246    0.15162699    -1.6922325    0.15930141    -1.6923043    0.15846694    -1.6836047    0.16327061
            2.6            -2             0    -1.7231559    0.14113771    -1.6979911    0.15171845    -1.6890447    0.15946954    -1.6891335    0.15861704    -1.6803377    0.16343316
           2.61            -2             0     -1.720332    0.14125506    -1.6949559    0.15179937    -1.6858537    0.15962694    -1.6859597    0.15875638    -1.6770675    0.16358469
           2.62            -2             0    -1.7175058     0.1413628    -1.6919192    0.15186987    -1.6826597    0.15977373    -1.6827833    0.15888511    -1.6737943    0.16372535
           2.63            -2             0    -1.7146776    0.14146106    -1.6888812    0.15193011    -1.6794629    0.15991005    -1.6796044    0.15900336    -1.6705185    0.16385527
           2.64            -2             0    -1.7118474    0.14154994    -1.6858421    0.15198021    -1.6762634    0.16003603    -1.6764232    0.15911126    -1.6672402    0.16397458
           2.65            -2             0    -1.7090156    0.14162958    -1.6828021    0.15202032    -1.6730615     0.1601518      -1.67324    0.15920894    -1.6639596    0.16408342
